Id,Nombre,Género,Edad,Promedio_Notas,Asistencia_Clases_pct,TP_Entregados_pct,Trabaja,Tipo_Educacion,Año_Cursado,Materias_Aprobadas_Promedio,Demora_Traslado_min,Nivel_Asistencia,Regular,Indice_Compromiso,Categoria_Riesgo
2804,Javier Sánchez,No informado,19,5.04,83.8,56.7,Sí,Pública,5,2,13,Alta,No,7.02,Sin riesgo
2805,Alejandro Ramos,No informado,27,7.73,99.0,71.8,No,Privada,5,1,65,Alta,Sí,8.54,Sin riesgo
2806,Bruno Romero,Masculino,26,9.29,56.6,73.4,No,Privada,5,2,84,Baja,No,6.5,Sin riesgo
2807,Laura Vargas,Femenino,19,9.75,74.7,69.6,No,Pública,5,4,25,Baja,No,7.22,Sin riesgo
2808,Romina Medina,Femenino,28,5.15,92.9,13.2,No,Privada,6,5,13,Alta,No,5.31,Sin riesgo
2809,Luisa Vargas,Femenino,19,8.3,55.2,55.1,No,Pública,6,2,120,Baja,No,5.52,Sin riesgo
2810,Luciana Flores,Femenino,24,7.99,72.5,64.0,Sí,Pública,6,5,29,Baja,No,6.82,Sin riesgo
2811,Damián Jiménez,Masculino,25,6.06,64.4,48.3,No,Pública,3,1,117,Baja,No,5.64,Riesgo moderado
2812,Clara Jiménez,Femenino,26,4.11,55.2,46.9,No,Privada,5,4,40,Baja,No,5.1,Alto riesgo
2813,Elena Álvarez,Femenino,24,8.14,88.2,58.0,No,Pública,4,4,115,Alta,No,7.31,Sin riesgo
2814,Gabriela Molina,Femenino,20,9.67,75.5,99.7,No,Pública,6,2,47,Alta,Sí,8.76,Sin riesgo
2815,Eduardo Gómez,Masculino,26,7.79,77.8,59.6,No,Privada,5,0,82,Alta,No,6.87,Sin riesgo
2816,Luciana Pérez,Femenino,20,6.61,70.6,96.2,Sí,Pública,2,2,85,Baja,No,8.34,Riesgo moderado
2817,Tomás Castro,Masculino,22,7.15,73.0,63.5,No,Pública,1,0,32,Baja,No,6.82,Sin riesgo
2818,Clara Pérez,Femenino,26,5.2,55.8,66.3,No,Pública,6,5,68,Baja,No,6.1,Alto riesgo
2819,Felipe Ramírez,Masculino,29,8.5,83.6,87.8,No,Privada,6,6,49,Alta,Sí,8.57,Sin riesgo
2820,Andrés Rivera,Masculino,20,8.48,88.4,45.6,No,Privada,2,4,109,Alta,No,6.7,Sin riesgo
2821,Matías Torres,Masculino,24,4.87,90.8,50.9,Sí,Pública,1,4,60,Alta,No,7.08,Sin riesgo
2822,Clara Sánchez,Femenino,29,9.27,59.8,98.4,No,Pública,3,1,52,Baja,No,7.91,Sin riesgo
2823,Sebastián Rivera,Masculino,18,5.62,60.3,70.4,No,Privada,6,0,12,Baja,No,6.53,Alto riesgo
2824,Carolina Gómez,Femenino,21,9.89,82.3,42.7,Sí,Pública,1,5,18,Alta,No,6.25,Sin riesgo
2825,Martina Pérez,Femenino,21,6.3,92.3,42.8,No,Pública,4,3,19,Alta,No,6.76,Sin riesgo
2826,Camila Suárez,Femenino,24,5.07,73.6,40.1,No,Pública,6,4,43,Baja,No,5.68,Riesgo moderado
2827,Marcos Suárez,Masculino,25,6.11,86.3,92.4,Sí,Pública,5,5,29,Alta,Sí,8.93,Sin riesgo
2828,Verónica González,Femenino,18,6.64,100.0,67.5,Sí,Privada,2,2,67,Alta,No,8.38,Sin riesgo
2829,Emilia Rivera,Femenino,22,4.42,99.5,49.8,No,Pública,1,1,63,Alta,No,7.47,Sin riesgo
2830,Alejandro Cabrera,Masculino,24,0.0,87.2,89.8,Sí,Pública,2,5,79,Alta,Sí,8.85,Sin riesgo
2831,Romina Ortega,Femenino,29,7.59,87.0,59.5,No,Privada,5,3,33,Alta,No,7.32,Sin riesgo
2832,Luisa Vega,Femenino,21,8.43,62.4,65.1,No,Privada,3,5,7,Baja,No,6.38,Sin riesgo
2833,Verónica Vargas,Femenino,30,4.18,91.7,80.9,No,Pública,5,3,43,Alta,Sí,8.63,Sin riesgo
2834,Agustín Vargas,Masculino,21,7.25,70.3,61.2,Sí,Privada,3,1,26,Baja,No,6.58,Sin riesgo
2835,Isabel Ortega,Femenino,21,4.32,98.1,100.0,No,Pública,2,1,105,Alta,Sí,9.9,Sin riesgo
2836,Valentín Álvarez,Masculino,19,8.21,54.1,93.1,No,Pública,3,4,45,Baja,No,7.36,Sin riesgo
2837,Eduardo Aguilar,Masculino,31,4.33,71.8,87.8,Sí,Pública,6,3,24,Baja,No,7.98,Riesgo moderado
2838,Javier García,Masculino,24,9.47,77.8,62.9,No,Pública,1,2,23,Alta,No,7.03,Sin riesgo
2839,Paula Navarro,Femenino,19,8.21,70.3,57.3,No,Pública,3,3,17,Baja,No,6.38,Sin riesgo
2840,Matías Gómez,Masculino,22,7.04,60.5,57.1,Sí,Privada,6,3,95,Baja,No,5.88,Sin riesgo
2841,Juan Martínez,Masculino,21,6.65,79.6,60.9,No,Pública,3,1,23,Alta,No,7.02,Riesgo moderado
2842,Rafael Romero,Masculino,30,4.78,87.8,34.6,No,Privada,6,2,84,Alta,No,6.12,Sin riesgo
2843,Agustín Suárez,Masculino,20,5.75,82.2,65.0,Sí,Pública,6,2,70,Alta,No,7.36,Sin riesgo
2844,Daniela García,Femenino,24,9.21,61.7,48.0,No,Privada,3,2,69,Baja,No,5.48,Sin riesgo
2845,Pablo Ramos,Masculino,28,9.43,86.6,49.8,No,Privada,6,3,7,Alta,No,6.82,Sin riesgo
2846,Sofía Aguilar,Femenino,29,4.0,62.8,60.6,Sí,Privada,1,1,28,Baja,No,6.17,Alto riesgo
2847,Nicolás Díaz,Masculino,23,7.56,58.8,73.7,Sí,Pública,3,2,112,Baja,No,6.62,Sin riesgo
2848,Miguel Rivera,Masculino,24,0.0,84.5,75.6,Sí,Pública,3,2,42,Alta,Sí,8.0,Sin riesgo
2849,Emilio Aguilar,Masculino,22,7.71,92.1,69.2,Sí,Privada,5,2,6,Alta,No,8.07,Sin riesgo
2850,Julia González,Femenino,30,4.49,74.1,84.3,Sí,Pública,5,6,60,Baja,No,7.92,Riesgo moderado
2851,Jimena Díaz,Femenino,23,5.31,76.6,84.2,Sí,Privada,5,0,84,Alta,Sí,8.04,Riesgo moderado
2852,Agustina Flores,Femenino,22,5.5,65.1,65.7,Sí,Pública,3,4,97,Baja,No,6.54,Alto riesgo
2853,Jimena Flores,Femenino,24,8.99,74.7,47.5,No,Pública,1,1,41,Baja,No,6.11,Sin riesgo
2854,Carla Castro,Femenino,19,6.78,56.6,71.8,No,Privada,1,5,112,Baja,No,6.42,Riesgo moderado
2855,Gabriel Cabrera,Masculino,28,6.92,97.8,62.9,No,Privada,2,5,8,Alta,No,8.04,Sin riesgo
2856,Valeria Morales,Femenino,22,9.61,90.0,48.3,No,Pública,5,2,82,Alta,No,6.92,Sin riesgo
2857,Gabriela Pérez,No informado,23,7.82,83.4,98.9,No,Pública,6,5,85,Alta,Sí,9.12,Sin riesgo
2858,Valeria Vega,Femenino,23,9.39,76.9,62.2,Sí,Privada,1,1,48,Alta,No,6.96,Sin riesgo
2859,Carolina Navarro,Femenino,22,6.74,89.6,77.5,Sí,Pública,1,1,49,Alta,Sí,8.36,Sin riesgo
2860,Eduardo Sánchez,Masculino,27,4.9,74.7,69.4,Sí,Privada,6,2,85,Baja,No,7.21,Riesgo moderado
2861,Luisa Ramos,Femenino,24,9.58,65.0,48.6,No,Privada,6,2,88,Baja,No,5.68,Sin riesgo
2862,Beatriz Suárez,Femenino,27,6.75,58.0,43.3,No,Pública,6,2,51,Baja,No,5.06,Riesgo moderado
2863,Beatriz García,Femenino,25,5.09,82.4,77.5,No,Privada,6,2,97,Alta,Sí,8.0,Sin riesgo
2864,Romina Suárez,Femenino,24,5.81,96.5,54.8,No,Pública,4,2,109,Alta,No,7.56,Sin riesgo
2865,Laura Pérez,Femenino,22,4.3,57.7,54.6,No,Pública,4,4,30,Baja,No,5.62,Alto riesgo
2866,Valentina Vargas,Femenino,18,6.81,59.0,97.4,Sí,Privada,6,1,110,Baja,No,7.82,Riesgo moderado
2867,Gabriel Pérez,Masculino,30,9.12,71.7,67.7,No,Pública,6,0,106,Baja,No,6.97,Sin riesgo
2868,Gabriela Castro,Femenino,22,9.6,90.3,41.8,No,Privada,6,3,85,Alta,No,6.6,Sin riesgo
2869,Ana Navarro,Femenino,27,9.6,64.7,60.4,Sí,Pública,1,3,80,Baja,No,6.26,Sin riesgo
2870,Brenda Vargas,Femenino,19,4.75,62.7,75.1,Sí,Pública,5,0,96,Baja,No,6.89,Alto riesgo
2871,Luisa Castro,Femenino,30,6.29,81.0,18.3,No,Pública,2,1,13,Alta,No,4.96,Sin riesgo
2872,Elena García,Femenino,22,4.17,76.8,41.6,No,Privada,6,3,100,Alta,No,5.92,Riesgo moderado
2873,Eduardo Torres,Masculino,22,9.13,53.0,66.7,Sí,Privada,1,1,102,Baja,No,5.98,Sin riesgo
2874,Romina Navarro,Femenino,19,6.15,54.1,46.4,No,Pública,1,5,84,Baja,No,5.03,Riesgo moderado
2875,Camila Medina,Femenino,22,7.79,82.2,77.1,No,Privada,1,1,52,Alta,Sí,7.97,Sin riesgo
2876,Laura Pérez,Femenino,30,8.29,73.3,77.2,No,Pública,6,0,35,Baja,No,7.52,Sin riesgo
2877,Emilia Ortega,Femenino,21,6.58,98.5,42.3,Sí,Privada,3,3,59,Alta,No,7.04,Sin riesgo
2878,Alejandro Rodríguez,Masculino,18,5.84,83.9,57.4,No,Pública,1,6,95,Alta,No,7.06,Sin riesgo
2879,Luisa López,Femenino,20,9.77,50.5,64.8,No,Privada,3,4,97,Baja,No,5.76,Sin riesgo
2880,Natalia Álvarez,Femenino,18,9.79,74.1,73.0,Sí,Pública,1,2,5,Baja,No,7.36,Sin riesgo
2881,Carla Torres,Femenino,29,5.74,93.8,57.8,Sí,Pública,3,0,95,Alta,No,7.58,Sin riesgo
2882,Valentina Navarro,Femenino,28,6.88,55.3,57.3,No,Privada,3,3,100,Baja,No,5.63,Riesgo moderado
2883,Lucas Romero,Masculino,22,9.84,96.2,99.0,No,Pública,6,1,63,Alta,Sí,9.76,Sin riesgo
2884,César Torres,Masculino,19,4.03,90.3,42.5,Sí,Privada,6,4,15,Alta,No,6.64,Sin riesgo
2885,Rafael Martínez,Masculino,24,6.48,61.5,99.3,No,Privada,5,3,103,Baja,No,8.04,Riesgo moderado
2886,Juan Muñoz,Masculino,22,4.6,62.8,42.9,No,Privada,3,2,6,Baja,No,5.28,Alto riesgo
2887,Lucas Pérez,Masculino,27,7.05,51.6,57.3,No,Pública,4,0,50,Baja,No,5.44,Sin riesgo
2888,Ignacio Gómez,Masculino,21,4.15,64.8,69.6,No,Pública,1,5,5,Baja,No,6.72,Alto riesgo
2889,Romina Suárez,Femenino,19,6.44,79.2,48.6,No,Privada,6,4,74,Alta,No,6.39,Riesgo moderado
2890,Ana Flores,Femenino,31,5.32,71.0,48.1,No,Pública,2,5,75,Baja,No,5.96,Riesgo moderado
2891,María Medina,Femenino,29,7.2,98.5,55.4,No,Privada,1,2,70,Alta,No,7.7,Sin riesgo
2892,Nicolás Sánchez,Masculino,19,9.98,52.8,98.4,No,Pública,5,4,6,Baja,No,7.56,Sin riesgo
2893,Víctor Rodríguez,Masculino,25,8.8,79.6,62.8,Sí,Privada,5,1,115,Alta,No,7.12,Sin riesgo
2894,Pablo Rivera,Masculino,20,9.07,92.9,74.0,Sí,Pública,3,2,73,Alta,Sí,8.35,Sin riesgo
2895,Brenda Ramos,Femenino,26,7.81,74.0,82.3,No,Pública,5,4,17,Baja,No,7.82,Sin riesgo
2896,Florencia Aguilar,Femenino,30,4.25,50.1,84.5,No,Pública,6,5,23,Baja,No,6.73,Alto riesgo
2897,Camila Castro,Femenino,21,5.24,62.1,100.0,No,Pública,5,2,87,Baja,No,8.1,Alto riesgo
2898,Brenda González,Femenino,30,9.55,24.1,60.2,No,Pública,1,5,51,Baja,No,4.22,Sin riesgo
2899,Eduardo Romero,Masculino,23,6.2,98.3,46.7,No,Pública,4,4,5,Alta,No,7.25,Sin riesgo
2900,Jimena Molina,Femenino,19,4.62,95.6,56.9,No,Pública,4,2,103,Alta,No,7.62,Sin riesgo
2901,Laura Rivera,Femenino,22,8.21,97.5,52.6,No,Pública,3,5,22,Alta,No,7.5,Sin riesgo
2902,Diego Sánchez,Masculino,27,5.8,91.3,48.2,No,Privada,5,3,117,Alta,No,6.98,Sin riesgo
2903,Nicolás Ramírez,Masculino,30,5.61,67.6,41.5,No,Pública,5,4,36,Baja,No,5.46,Alto riesgo
2904,Agustín Vega,Masculino,18,9.99,95.3,96.1,No,Pública,4,3,100,Alta,Sí,9.57,Sin riesgo
2905,Martín Muñoz,Masculino,26,9.15,99.1,95.3,No,Privada,3,3,76,Alta,Sí,9.72,Sin riesgo
2906,Diego Navarro,Masculino,18,6.45,67.5,43.0,No,Pública,5,5,15,Baja,No,5.52,Riesgo moderado
2907,Emilio García,Masculino,25,9.88,63.0,50.4,No,Pública,3,2,24,Baja,No,5.67,Sin riesgo
2908,Jimena Flores,Femenino,26,7.9,77.3,48.4,Sí,Pública,6,0,12,Alta,No,6.28,Sin riesgo
2909,Carolina Navarro,No informado,26,8.45,59.4,56.9,Sí,Pública,1,5,96,Baja,No,5.82,Sin riesgo
2910,Diana Herrera,Femenino,18,4.19,51.6,10.2,No,Privada,6,5,89,Baja,No,3.09,Alto riesgo
2911,Clara Ortega,Femenino,19,4.73,97.3,96.8,Sí,Pública,5,2,106,Alta,Sí,9.7,Sin riesgo
2912,Agustina Cabrera,Femenino,29,7.8,96.3,45.1,No,Pública,5,1,42,Alta,No,7.07,Sin riesgo
2913,Hernán González,Masculino,30,9.39,58.1,52.7,Sí,Privada,5,4,10,Baja,No,5.54,Sin riesgo
2914,Tomás Ramírez,Masculino,18,7.74,70.4,44.8,No,Pública,4,0,6,Baja,No,5.76,Sin riesgo
2915,Carolina Sánchez,Femenino,27,4.8,91.6,98.8,Sí,Privada,4,3,78,Alta,Sí,9.52,Sin riesgo
2916,Carlos Morales,Masculino,19,4.69,83.1,95.1,Sí,Privada,5,1,110,Alta,Sí,8.91,Sin riesgo
2917,Carlos García,Masculino,27,9.07,69.7,83.0,Sí,Pública,5,4,77,Baja,No,7.64,Sin riesgo
2918,Verónica Morales,Femenino,29,4.84,87.2,65.6,No,Privada,1,0,59,Alta,No,7.64,Sin riesgo
2919,Gabriel Rodríguez,Masculino,25,7.12,94.9,51.4,No,Pública,1,4,7,Alta,No,7.32,Sin riesgo
2920,Agustín Aguilar,Masculino,22,4.22,96.3,53.3,No,Pública,3,4,70,Alta,No,7.48,Sin riesgo
2921,Miguel Rodríguez,No informado,29,4.48,68.9,66.6,No,Privada,3,3,104,Baja,No,6.78,Alto riesgo
2922,Ana López,Femenino,28,8.03,58.7,86.1,No,Pública,4,1,76,Baja,No,7.24,Sin riesgo
2923,Sofía García,Femenino,24,8.14,95.6,55.9,No,Pública,2,1,77,Alta,No,7.58,Sin riesgo
2924,Agustín Rodríguez,Masculino,19,6.05,43.5,58.6,No,Privada,1,2,30,Baja,No,5.1,Riesgo moderado
2925,Rafael Vega,Masculino,25,5.29,86.1,76.0,Sí,Pública,3,3,102,Alta,Sí,8.1,Sin riesgo
2926,Felipe Aguilar,Masculino,28,0.0,57.0,54.3,Sí,Pública,1,4,52,Baja,No,5.56,Alto riesgo
2927,Agustina López,No informado,23,5.3,69.5,75.1,No,Pública,1,0,98,Baja,No,7.23,Alto riesgo
2928,César Cabrera,Masculino,25,7.25,70.6,63.2,Sí,Pública,6,4,106,Baja,No,6.69,Sin riesgo
2929,Natalia Gómez,Femenino,18,9.81,57.9,42.1,No,Privada,2,4,12,Baja,No,5.0,Sin riesgo
2930,Clara Ramos,Femenino,18,4.89,96.1,64.2,No,Privada,1,3,71,Alta,No,8.02,Sin riesgo
2931,Nicolás Vargas,Masculino,29,9.65,50.1,95.2,No,Privada,6,2,79,Baja,No,7.26,Sin riesgo
2932,Diego Navarro,Masculino,24,5.1,94.7,57.6,Sí,Pública,2,5,93,Alta,No,7.62,Sin riesgo
2933,Nicolás Sánchez,Masculino,25,0.0,94.2,59.4,No,Privada,6,5,120,Alta,No,7.68,Sin riesgo
2934,Javier Pérez,Masculino,30,6.26,65.8,44.0,No,Pública,6,6,73,Baja,No,5.49,Riesgo moderado
2935,Valentín Rodríguez,Masculino,20,9.79,85.2,76.9,No,Pública,2,2,80,Alta,Sí,8.1,Sin riesgo
2936,Emilio Romero,Masculino,22,5.64,62.6,91.0,No,Privada,1,5,34,Baja,No,7.68,Alto riesgo
2937,Jimena Ortega,Femenino,29,6.4,87.9,61.2,Sí,Privada,1,1,31,Alta,No,7.46,Sin riesgo
2938,Matías Aguilar,Masculino,18,9.9,78.1,54.4,Sí,Pública,3,2,47,Alta,No,6.62,Sin riesgo
2939,Felipe Navarro,Masculino,24,7.22,65.0,97.4,Sí,Privada,1,3,9,Baja,No,8.12,Sin riesgo
2940,Julia Morales,Femenino,22,7.02,70.0,100.0,Sí,Pública,1,3,24,Baja,No,8.5,Sin riesgo
2941,Nicolás Ramírez,Masculino,25,5.55,84.5,74.0,Sí,Pública,1,4,56,Alta,Sí,7.92,Sin riesgo
2942,Camila Molina,Femenino,30,8.21,95.3,58.3,Sí,Pública,3,1,25,Alta,No,7.68,Sin riesgo
2943,Camila Muñoz,Femenino,25,4.09,56.5,53.2,No,Pública,2,5,7,Baja,No,5.48,Alto riesgo
2944,Nicolás González,Masculino,26,4.3,78.6,82.9,No,Pública,3,3,45,Alta,Sí,8.07,Riesgo moderado
2945,Verónica Gómez,Femenino,24,7.6,62.7,71.3,Sí,Pública,1,5,118,Baja,No,6.7,Sin riesgo
2946,Martina Cabrera,Femenino,28,6.05,90.1,71.2,No,Pública,5,0,68,Alta,Sí,8.07,Sin riesgo
2947,Carlos Rivera,Masculino,18,9.72,53.5,44.4,No,Pública,1,4,112,Baja,No,4.9,Sin riesgo
2948,Camila Díaz,Femenino,30,9.42,84.4,70.7,No,Privada,3,2,72,Alta,Sí,7.76,Sin riesgo
2949,Luciana Herrera,Femenino,20,8.28,58.7,89.4,No,Privada,6,3,92,Baja,No,7.41,Sin riesgo
2950,Sofía Navarro,Femenino,25,8.91,79.8,96.8,No,Pública,6,4,75,Alta,Sí,8.83,Sin riesgo
2951,Elena Castro,Femenino,20,8.0,91.8,46.4,Sí,Pública,3,1,28,Alta,No,6.91,Sin riesgo
2952,Gabriela Ramos,Femenino,25,4.75,87.8,77.9,No,Pública,4,1,56,Alta,Sí,8.28,Sin riesgo
2953,Daniela Ramos,Femenino,18,8.59,87.6,74.1,Sí,Pública,6,4,79,Alta,Sí,8.08,Sin riesgo
2954,Damián Navarro,Masculino,22,5.26,75.9,93.4,No,Pública,5,3,6,Alta,Sí,8.46,Riesgo moderado
2955,Sofía Gómez,Femenino,21,5.94,94.5,85.1,No,Pública,3,1,48,Alta,Sí,8.98,Sin riesgo
2956,Alejandro Aguilar,Masculino,22,8.92,79.4,97.9,No,Pública,6,3,45,Alta,Sí,8.86,Sin riesgo
2957,Sofía Rodríguez,Femenino,25,7.22,95.9,97.6,No,Pública,6,3,74,Alta,Sí,9.68,Sin riesgo
2958,Luciana Romero,No informado,27,9.16,77.3,53.5,No,Pública,2,4,11,Alta,No,6.54,Sin riesgo
2959,Diego González,Masculino,21,5.28,75.3,83.5,Sí,Privada,1,0,42,Alta,Sí,7.94,Riesgo moderado
2960,Julia Ortega,Femenino,28,7.65,61.1,71.8,No,Pública,6,4,86,Baja,No,6.64,Sin riesgo
2961,Valentín Suárez,Masculino,21,4.5,77.2,52.9,Sí,Privada,6,4,49,Alta,No,6.5,Riesgo moderado
2962,Carlos Gómez,Masculino,20,7.86,57.0,51.7,No,Pública,2,4,13,Baja,No,5.44,Sin riesgo
2963,Juan Sánchez,Masculino,24,8.58,93.5,44.9,Sí,Pública,3,5,57,Alta,No,6.92,Sin riesgo
2964,Camila Ramírez,Femenino,20,7.51,83.8,87.7,Sí,Pública,3,3,32,Alta,Sí,8.57,Sin riesgo
2965,Valeria Álvarez,Femenino,29,5.6,99.7,59.5,No,Privada,2,2,23,Alta,No,7.96,Sin riesgo
2966,Verónica Ortega,Femenino,20,4.19,54.6,91.4,No,Privada,2,1,72,Baja,No,7.3,Alto riesgo
2967,Verónica Jiménez,Femenino,28,0.0,62.0,76.5,Sí,Privada,4,2,8,Baja,No,6.92,Alto riesgo
2968,Jimena Álvarez,No informado,27,7.73,93.9,80.4,No,Pública,1,0,17,Alta,Sí,8.72,Sin riesgo
2969,Luisa Romero,Femenino,22,9.61,69.8,57.5,No,Privada,2,5,96,Baja,No,6.36,Sin riesgo
2970,Carolina Molina,Femenino,22,5.24,73.3,67.4,Sí,Pública,1,5,15,Baja,No,7.03,Riesgo moderado
2971,Camila Rodríguez,Femenino,23,8.41,93.0,64.7,No,Pública,6,3,6,Alta,No,7.88,Sin riesgo
2972,Luisa Álvarez,Femenino,25,9.2,76.1,29.4,No,Privada,5,2,74,Alta,No,5.28,Sin riesgo
2973,Santiago González,Masculino,27,7.13,59.7,90.0,Sí,Pública,3,1,16,Baja,No,7.48,Sin riesgo
2974,Diego Cabrera,Masculino,23,8.02,94.6,77.3,No,Pública,2,5,108,Alta,Sí,8.59,Sin riesgo
2975,Bruno López,Masculino,29,8.89,51.6,42.2,No,Pública,5,5,41,Baja,No,4.69,Sin riesgo
2976,Sofía García,Femenino,18,5.56,94.8,89.2,No,Pública,1,2,60,Alta,Sí,9.2,Sin riesgo
2977,Marcos Herrera,Masculino,25,5.78,52.5,46.4,No,Pública,1,4,92,Baja,No,4.94,Alto riesgo
2978,Carolina Flores,Femenino,25,4.0,83.3,64.2,Sí,Pública,3,2,56,Alta,No,7.38,Sin riesgo
2979,Víctor López,No informado,26,9.78,53.6,74.3,Sí,Pública,2,1,77,Baja,No,6.4,Sin riesgo
2980,Aldana Muñoz,Femenino,26,9.51,85.3,40.5,No,Privada,5,0,94,Alta,No,6.29,Sin riesgo
2981,Javier Aguilar,Masculino,19,8.59,51.7,79.2,No,Privada,5,3,8,Baja,No,6.54,Sin riesgo
2982,Luisa Romero,Femenino,19,4.47,92.1,79.6,Sí,Privada,5,1,109,Alta,Sí,8.58,Sin riesgo
2983,Martina Rivera,Femenino,20,6.69,73.3,79.2,No,Privada,3,0,112,Baja,No,7.62,Riesgo moderado
2984,Víctor Martínez,Masculino,18,0.0,54.7,49.8,No,Pública,1,1,8,Baja,No,5.22,Alto riesgo
2985,Diana Suárez,Femenino,21,4.1,85.3,55.3,Sí,Pública,1,2,53,Alta,No,7.03,Sin riesgo
2986,Marcos Muñoz,Masculino,21,7.7,74.5,54.8,Sí,Pública,3,4,56,Baja,No,6.47,Sin riesgo
2987,Carla Díaz,Femenino,26,9.76,59.5,97.6,No,Privada,2,1,38,Baja,No,7.86,Sin riesgo
2988,Luciana Martínez,Femenino,26,9.42,50.8,44.1,No,Privada,3,5,26,Baja,No,4.74,Sin riesgo
2989,Felipe Castro,No informado,26,8.18,70.9,65.7,No,Pública,1,2,17,Baja,No,6.83,Sin riesgo
2990,Diana Ortega,Femenino,27,4.58,54.3,92.3,No,Privada,3,2,67,Baja,No,7.33,Alto riesgo
2991,Miguel Morales,Masculino,24,5.64,54.7,86.2,Sí,Pública,5,1,19,Baja,No,7.04,Alto riesgo
2992,Javier Ortega,Masculino,19,5.92,63.4,89.3,No,Pública,2,2,44,Baja,No,7.64,Alto riesgo
2993,Luisa Molina,Femenino,27,8.58,81.5,98.3,Sí,Pública,2,0,42,Alta,Sí,8.99,Sin riesgo
2994,Rafael Aguilar,Masculino,22,8.81,76.5,63.2,No,Privada,4,2,109,Alta,No,6.98,Sin riesgo
2995,Sofía Castro,Femenino,21,6.31,53.4,58.6,No,Privada,3,5,111,Baja,No,5.6,Riesgo moderado
2996,Luisa Castro,Femenino,29,6.51,98.4,41.8,No,Privada,1,4,59,Alta,No,7.01,Sin riesgo
2997,Nicolás Martínez,Masculino,28,4.27,94.4,49.0,No,Pública,6,5,48,Alta,No,7.17,Sin riesgo
2998,Florencia Álvarez,Femenino,25,5.73,63.0,73.7,Sí,Pública,6,1,70,Baja,No,6.83,Alto riesgo
2999,Paula Aguilar,Femenino,19,6.71,56.1,49.5,No,Privada,5,3,70,Baja,No,5.28,Riesgo moderado
3000,Verónica Flores,Femenino,23,4.7,97.1,84.2,No,Privada,6,1,47,Alta,Sí,9.07,Sin riesgo
3001,Ana García,Femenino,30,0.0,73.1,42.2,Sí,Pública,3,4,76,Baja,No,5.76,Riesgo moderado
3002,Eduardo Navarro,Masculino,22,9.12,65.6,55.6,Sí,Privada,4,6,42,Baja,No,6.06,Sin riesgo
3003,Jimena Jiménez,Femenino,29,7.49,74.5,30.1,No,Pública,4,5,86,Baja,No,5.23,Sin riesgo
3004,Víctor Vega,Masculino,19,4.47,88.6,55.3,No,Privada,3,0,33,Alta,No,7.19,Sin riesgo
3005,Julia Rodríguez,Femenino,28,5.15,58.4,83.7,Sí,Pública,6,2,79,Baja,No,7.1,Alto riesgo
3006,Jimena Gómez,Femenino,27,6.85,88.4,99.8,Sí,Pública,3,0,60,Alta,Sí,9.41,Sin riesgo
3007,Jimena Martínez,Femenino,18,6.17,87.5,87.8,No,Pública,3,0,10,Alta,Sí,8.76,Sin riesgo
3008,Hernán Ramírez,Masculino,25,0.0,77.0,60.5,Sí,Privada,1,0,13,Alta,No,6.88,Riesgo moderado
3009,Natalia López,Femenino,19,7.18,93.3,94.0,No,Privada,1,2,26,Alta,Sí,9.36,Sin riesgo
3010,César Flores,Masculino,24,7.51,56.6,43.1,No,Pública,2,2,50,Baja,No,4.99,Sin riesgo
3011,Juan Pérez,Masculino,26,8.78,79.8,83.5,No,Pública,6,2,119,Alta,Sí,8.17,Sin riesgo
3012,Pablo Rivera,Masculino,26,6.05,72.5,41.4,No,Pública,6,2,93,Baja,No,5.7,Riesgo moderado
3013,Matías Aguilar,Masculino,25,8.83,71.1,50.5,No,Pública,1,5,35,Baja,No,6.08,Sin riesgo
3014,Natalia Romero,Femenino,28,6.03,62.6,99.3,No,Privada,5,1,25,Baja,No,8.1,Riesgo moderado
3015,Florencia García,Femenino,29,4.33,68.6,61.7,Sí,Pública,2,1,42,Baja,No,6.52,Alto riesgo
3016,Natalia García,Femenino,27,7.33,55.4,89.2,Sí,Privada,2,4,56,Baja,No,7.23,Sin riesgo
3017,Julia Vargas,Femenino,26,7.53,62.6,62.6,Sí,Privada,2,3,23,Baja,No,6.26,Sin riesgo
3018,Isabel Vargas,Femenino,19,9.61,63.6,90.4,No,Privada,4,1,14,Baja,No,7.7,Sin riesgo
3019,Agustín Álvarez,Masculino,23,8.36,86.0,97.9,No,Pública,5,5,50,Alta,Sí,9.2,Sin riesgo
3020,Tomás Aguilar,Masculino,21,9.51,52.4,66.1,Sí,Privada,1,2,105,Baja,No,5.92,Sin riesgo
3021,Juan Álvarez,Masculino,21,9.45,82.6,73.6,No,Pública,5,2,80,Alta,Sí,7.81,Sin riesgo
3022,Clara Herrera,Femenino,25,7.63,61.1,77.7,No,Privada,6,3,87,Baja,No,6.94,Sin riesgo
3023,Jimena Morales,Femenino,29,7.17,54.1,96.1,No,Privada,1,2,70,Baja,No,7.51,Sin riesgo
3024,Miguel Medina,Masculino,31,7.34,65.0,55.4,Sí,Pública,4,3,83,Baja,No,6.02,Sin riesgo
3025,Bruno Ramos,Masculino,18,9.87,61.2,3.0,No,Privada,6,2,42,Baja,No,3.21,Sin riesgo
3026,Javier Torres,Masculino,25,8.64,77.6,100.0,No,Privada,5,2,66,Alta,Sí,8.88,Sin riesgo
3027,Javier Vargas,Masculino,20,4.64,67.9,53.0,Sí,Pública,2,5,76,Baja,No,6.04,Alto riesgo
